,0,1,2
4679,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4680,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4681,CD4 Naive,CD4+ Naive T,CD4 Naive
4682,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4683,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4684,CD4 Naive,CD4+ Naive T,CD4 Naive
4685,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4686,CD8 Naive,CD8+ Naive T,CD8 Naive
4687,CD8 Naive,CD8+ Naive T,CD8 Naive
4688,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4689,NK cell,NK cell,NK
4690,Dendritic cell,Dendritic Cells,cDC2
4691,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4692,CD4 Naive,CD4+ Naive T,CD4 Naive
4693,CD8 Naive,CD8+ Naive T,CD8 Naive
4694,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4695,CD8 Naive,CD8+ Naive T,CD8 Naive
4696,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4697,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4698,CD4 Memory,CD4+ Naive T,CD4 Naive
4699,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4700,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4701,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4702,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4703,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4704,CD4 Naive,CD4+ Naive T,CD4 Naive
4705,pre-B cell,Dendritic Cells,B naive
4706,NK cell,NK cell,NK
4707,CD4 Naive,CD4+ Naive T,CD4 Naive
4708,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4709,B cell progenitor,Dendritic Cells,B intermediate
4710,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4711,CD8 effector,CD14+ Monocytes,CD14 Mono
4712,NK cell,NK cell,NK
4713,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4714,B cell progenitor,Dendritic Cells,B intermediate
4715,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4716,NK cell,NK cell,NK
4717,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4718,CD8 Naive,CD8+ Naive T,CD8 Naive
4719,CD4 Naive,CD4+ Naive T,CD4 Naive
4720,CD4 Naive,CD4+ Naive T,CD4 Naive
4721,B cell progenitor,Dendritic Cells,B intermediate
4722,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4723,CD8 Naive,CD8+ Effector Memory T,CD8 TEM
4724,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4725,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4726,CD4 Naive,CD4+ Naive T,CD4 Naive
4727,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4728,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4729,pre-B cell,Dendritic Cells,B naive
4730,CD4 Memory,CD4+ Naive T,CD4 Naive
4731,CD8 Naive,CD8+ Naive T,CD8 Naive
4732,Dendritic cell,Dendritic Cells,cDC2
4733,CD4 Naive,CD4+ Naive T,CD4 Naive
4734,CD4 Naive,CD4+ Naive T,CD4 Naive
4735,B cell progenitor,Dendritic Cells,B intermediate
4736,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4737,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4738,CD4 Naive,CD4+ Naive T,CD4 Naive
4739,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4740,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4741,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4742,NK cell,NK cell,NK
4743,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4744,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4745,CD4 Naive,CD4+ Naive T,CD4 Naive
4746,B cell progenitor,Dendritic Cells,B intermediate
4747,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4748,CD4 Memory,CD4+ Naive T,CD4 Naive
4749,B cell progenitor,Dendritic Cells,B intermediate
4750,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4751,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4752,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4753,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4754,Dendritic cell,Dendritic Cells,cDC2
4755,CD8 Naive,CD8+ Naive T,CD8 Naive
4756,B cell progenitor,Dendritic Cells,B intermediate
4757,CD8 Naive,CD8+ Naive T,CD8 Naive
4758,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4759,pre-B cell,Dendritic Cells,B naive
4760,CD4 Naive,CD14+ Monocytes,CD14 Mono
4761,B cell progenitor,Dendritic Cells,B intermediate
4762,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4763,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4764,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4765,CD4 Memory,CD4+ Naive T,CD4 Naive
4766,CD4 Naive,CD4+ Naive T,CD4 Naive
4767,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4768,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4769,Dendritic cell,Dendritic Cells,cDC2
4770,pre-B cell,Dendritic Cells,B naive
4771,CD4 Naive,CD4+ Naive T,CD4 Naive
4772,CD4 Naive,CD4+ Naive T,CD4 Naive
4773,CD8 Naive,CD8+ Naive T,CD8 Naive
4774,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4775,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4776,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4777,CD8 Naive,CD8+ Naive T,CD8 Naive
4778,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4779,,CD14+ Monocytes,CD14 Mono
4780,CD8 effector,CD14+ Monocytes,CD14 Mono
4781,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4782,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4783,CD4 Memory,CD4+ Naive T,CD4 Naive
4784,CD4 Naive,CD4+ Naive T,CD4 Naive
4785,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4786,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4787,CD14+ Monocytes,Dendritic Cells,CD16 Mono
4788,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4789,CD4 Naive,CD4+ Naive T,CD4 Naive
4790,CD4 Naive,CD4+ Naive T,CD4 Naive
4791,CD4 Naive,CD4+ Naive T,CD4 Naive
4792,CD4 Memory,CD4+ Naive T,CD4 Naive
4793,CD4 Naive,CD4+ Naive T,CD4 Naive
4794,B cell progenitor,Dendritic Cells,B intermediate
4795,CD4 Naive,CD4+ Naive T,CD4 Naive
4796,CD8 Naive,CD8+ Naive T,CD8 Naive
4797,CD8 Naive,CD8+ Naive T,CD8 Naive
4798,NK cell,NK cell,NK
4799,CD4 Memory,CD4+ Naive T,CD4 Naive
4800,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4801,CD4 Naive,CD4+ Naive T,CD4 Naive
4802,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4803,pDC,pDC,pDC
4804,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4805,B cell progenitor,Dendritic Cells,B intermediate
4806,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4807,B cell progenitor,Dendritic Cells,B intermediate
4808,CD8 Naive,CD8+ Naive T,CD8 Naive
4809,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4810,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
4811,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4812,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4813,NK cell,NK cell,NK
4814,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4815,CD4 Memory,CD4+ Naive T,CD4 Naive
4816,CD4 Naive,CD4+ Naive T,CD4 Naive
4817,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4818,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4819,CD4 Naive,CD4+ Naive T,CD4 Naive
4820,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4821,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4822,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4823,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4824,B cell progenitor,Dendritic Cells,B intermediate
4825,CD4 Memory,CD4+ Naive T,CD4 Naive
4826,CD8 Naive,CD8+ Naive T,CD8 Naive
4827,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
4828,CD4 Naive,CD14+ Monocytes,CD14 Mono
4829,CD4 Naive,CD4+ Naive T,CD4 Naive
4830,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4831,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4832,Double negative T cell,CD8+ Effector Memory T,CD4 TEM
4833,B cell progenitor,CD14+ Monocytes,CD14 Mono
4834,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4835,pre-B cell,Dendritic Cells,B naive
4836,CD8 Naive,CD8+ Naive T,CD8 Naive
4837,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4838,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4839,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4840,CD8 Naive,CD8+ Naive T,CD8 Naive
4841,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4842,NK cell,NK cell,NK
4843,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4844,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4845,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
4846,Dendritic cell,Dendritic Cells,cDC2
4847,CD8 effector,NK cell,NK
4848,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4849,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4850,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4851,NK cell,NK cell,NK
4852,CD4 Naive,CD4+ Naive T,CD4 Naive
4853,CD4 Naive,CD4+ Naive T,CD4 Naive
4854,CD4 Naive,CD4+ Naive T,CD4 Naive
4855,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4856,CD4 Naive,CD4+ Central Memory T,CD4 TCM
4857,NK cell,NK cell,NK
4858,CD8 Naive,CD8+ Naive T,CD8 Naive
4859,CD8 Naive,CD8+ Naive T,CD8 Naive
4860,B cell progenitor,Dendritic Cells,B intermediate
4861,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4862,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4863,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4864,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4865,CD8 Naive,CD8+ Naive T,CD8 Naive
4866,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4867,CD8 Naive,CD8+ Naive T,CD8 Naive
4868,CD4 Naive,CD4+ Naive T,CD4 Naive
4869,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4870,CD4 Memory,CD4+ Naive T,CD4 Naive
4871,CD4 Memory,CD4+ Naive T,CD4 Naive
4872,CD4 Naive,CD4+ Naive T,CD4 Naive
4873,CD8 Naive,CD8+ Naive T,CD8 Naive
4874,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4875,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4876,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4877,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4878,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4879,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4880,CD8 Naive,CD8+ Naive T,CD8 Naive
4881,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
4882,NK cell,NK cell,NK
4883,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4884,B cell progenitor,Dendritic Cells,B intermediate
4885,CD4 Naive,CD14+ Monocytes,CD14 Mono
4886,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4887,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4888,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4889,CD4 Naive,CD4+ Naive T,CD4 Naive
4890,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4891,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4892,B cell progenitor,Dendritic Cells,B intermediate
4893,CD4 Naive,CD8+ Naive T,CD8 Naive
4894,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4895,CD8 Naive,CD8+ Naive T,CD8 Naive
4896,B cell progenitor,Dendritic Cells,B intermediate
4897,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4898,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4899,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4900,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4901,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4902,pre-B cell,Dendritic Cells,B naive
4903,CD8 Naive,CD8+ Naive T,CD8 Naive
4904,NK cell,NK cell,NK
4905,CD4 Memory,CD4+ Naive T,CD4 Naive
4906,CD8 Naive,CD8+ Naive T,CD8 Naive
4907,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4908,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4909,CD8 Naive,CD8+ Naive T,CD8 Naive
4910,CD8 Naive,CD8+ Naive T,CD8 Naive
4911,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4912,CD8 Naive,CD8+ Naive T,CD8 Naive
4913,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4914,CD8 Naive,CD8+ Naive T,CD8 Naive
4915,CD4 Naive,CD4+ Naive T,CD4 Naive
4916,,CD14+ Monocytes,CD14 Mono
4917,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4918,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4919,CD4 Memory,CD4+ Naive T,CD4 Naive
4920,CD8 Naive,CD8+ Naive T,CD8 Naive
4921,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4922,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4923,CD8 Naive,CD8+ Naive T,CD8 Naive
4924,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4925,CD4 Memory,CD4+ Naive T,CD4 Naive
4926,CD8 Naive,CD8+ Naive T,CD8 Naive
4927,CD4 Naive,CD4+ Naive T,CD4 Naive
4928,NK cell,NK cell,NK
4929,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4930,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4931,pre-B cell,Dendritic Cells,B naive
4932,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4933,CD4 Naive,CD4+ Naive T,CD4 Naive
4934,CD4 Naive,CD4+ Naive T,CD4 Naive
4935,CD8 Naive,CD8+ Naive T,CD8 Naive
4936,,CD14+ Monocytes,CD14 Mono
4937,CD4 Memory,CD4+ Naive T,CD4 Naive
4938,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4939,CD4 Memory,CD4+ Naive T,CD4 Naive
4940,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4941,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4942,NK cell,NK cell,NK
4943,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4944,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4945,B cell progenitor,Dendritic Cells,B intermediate
4946,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4947,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4948,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4949,CD8 Naive,CD8+ Naive T,CD8 Naive
4950,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4951,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4952,CD4 Naive,CD4+ Naive T,CD4 Naive
4953,Dendritic cell,Dendritic Cells,cDC2
4954,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4955,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4956,CD4 Naive,CD4+ Naive T,CD4 Naive
4957,CD4 Naive,CD4+ Naive T,CD4 Naive
4958,CD8 Naive,CD8+ Naive T,CD8 Naive
4959,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4960,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4961,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4962,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4963,B cell progenitor,Dendritic Cells,B intermediate
4964,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4965,pDC,pDC,pDC
4966,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4967,CD4 Naive,CD4+ Naive T,CD4 Naive
4968,CD4 Naive,CD8+ Naive T,CD8 Naive
4969,NK cell,NK cell,NK
4970,NK cell,NK cell,NK
4971,CD4 Naive,CD4+ Naive T,CD4 Naive
4972,CD4 Naive,CD4+ Naive T,CD4 Naive
4973,CD4 Naive,CD4+ Naive T,CD4 Naive
4974,CD4 Naive,CD4+ Naive T,CD4 Naive
4975,pDC,pDC,pDC
4976,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4977,CD4 Naive,CD4+ Naive T,CD4 Naive
4978,pDC,pDC,pDC
4979,CD8 Naive,CD8+ Naive T,CD8 Naive
4980,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4981,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4982,CD16+ Monocytes,Dendritic Cells,CD16 Mono
4983,CD8 Naive,CD8+ Naive T,CD8 Naive
4984,CD8 Naive,CD8+ Naive T,CD8 Naive
4985,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
4986,CD4 Memory,CD4+ Naive T,CD4 Naive
4987,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4988,CD8 effector,CD8+ Effector Memory T,CD8 TEM
4989,CD4 Naive,CD4+ Naive T,CD4 Naive
4990,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4991,CD4 Memory,CD4+ Central Memory T,CD4 TCM
4992,B cell progenitor,Dendritic Cells,B intermediate
4993,pDC,pDC,pDC
4994,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4995,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4996,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4997,pre-B cell,Dendritic Cells,B naive
4998,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
4999,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5000,CD8 Naive,CD8+ Naive T,CD8 Naive
5001,CD4 Naive,CD4+ Naive T,CD4 Naive
5002,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5003,CD8 Naive,CD8+ Naive T,CD8 Naive
5004,B cell progenitor,Dendritic Cells,B intermediate
5005,CD8 Naive,CD8+ Naive T,CD8 Naive
5006,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5007,CD4 Naive,CD4+ Naive T,CD4 Naive
5008,CD14+ Monocytes,Dendritic Cells,CD16 Mono
5009,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5010,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5011,Double negative T cell,CD8+ Effector Memory T,CD4 TEM
5012,CD4 Naive,CD4+ Naive T,CD4 Naive
5013,Dendritic cell,Dendritic Cells,cDC2
5014,CD8 Naive,CD8+ Naive T,CD8 Naive
5015,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5016,Dendritic cell,Dendritic Cells,cDC2
5017,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5018,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
5019,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5020,CD4 Naive,CD4+ Naive T,CD4 Naive
5021,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5022,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5023,CD8 Naive,CD8+ Naive T,CD8 Naive
5024,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5025,CD8 Naive,CD8+ Naive T,CD8 Naive
5026,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5027,NK cell,NK cell,NK
5028,CD4 Memory,CD4+ Naive T,CD4 Naive
5029,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5030,CD4 Memory,CD4+ Naive T,CD4 Naive
5031,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
5032,CD4 Naive,CD4+ Naive T,CD4 Naive
5033,CD8 Naive,CD8+ Naive T,CD8 Naive
5034,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5035,CD4 Naive,CD4+ Naive T,CD4 Naive
5036,CD8 Naive,CD8+ Naive T,CD8 Naive
5037,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5038,CD8 Naive,CD8+ Naive T,CD8 Naive
5039,CD4 Naive,CD4+ Naive T,CD4 Naive
5040,CD4 Naive,CD4+ Naive T,CD4 Naive
5041,CD8 Naive,CD8+ Naive T,CD8 Naive
5042,CD4 Naive,CD4+ Central Memory T,CD4 TCM
5043,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5044,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5045,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5046,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5047,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5048,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5049,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5050,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5051,pDC,pDC,pDC
5052,CD4 Naive,CD4+ Central Memory T,CD4 TCM
5053,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5054,B cell progenitor,CD14+ Monocytes,CD14 Mono
5055,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5056,NK cell,NK cell,NK
5057,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5058,pre-B cell,Dendritic Cells,B naive
5059,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5060,NK cell,NK cell,NK
5061,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
5062,CD4 Memory,CD4+ Naive T,CD4 Naive
5063,CD4 Memory,CD4+ Naive T,CD4 Naive
5064,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5065,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5066,CD8 Naive,CD8+ Naive T,CD8 Naive
5067,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5068,CD4 Naive,CD4+ Naive T,CD4 Naive
5069,B cell progenitor,Dendritic Cells,B intermediate
5070,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5071,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5072,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5073,CD4 Memory,CD4+ Naive T,CD4 Naive
5074,NK cell,NK cell,NK
5075,CD4 Memory,CD4+ Naive T,CD4 Naive
5076,CD16+ Monocytes,Dendritic Cells,CD16 Mono
5077,CD4 Naive,CD4+ Naive T,CD4 Naive
5078,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5079,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5080,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5081,NK cell,NK cell,NK
5082,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5083,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5084,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5085,CD4 Naive,CD4+ Naive T,CD4 Naive
5086,CD4 Naive,CD4+ Naive T,CD4 Naive
5087,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5088,CD8 Naive,CD8+ Naive T,CD8 Naive
5089,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5090,CD4 Memory,CD4+ Naive T,CD4 Naive
5091,NK cell,NK cell,NK
5092,CD8 Naive,CD8+ Naive T,CD8 Naive
5093,CD8 Naive,CD8+ Naive T,CD8 Naive
5094,CD4 Memory,CD4+ Naive T,CD4 Naive
5095,CD4 Naive,CD4+ Central Memory T,CD4 TCM
5096,,Dendritic Cells,B naive
5097,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5098,NK cell,NK cell,NK
5099,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
5100,B cell progenitor,Dendritic Cells,B intermediate
5101,NK cell,NK cell,NK
5102,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5103,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5104,CD8 Naive,CD8+ Naive T,CD8 Naive
5105,CD16+ Monocytes,Dendritic Cells,CD16 Mono
5106,CD8 Naive,CD8+ Naive T,CD8 Naive
5107,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5108,CD4 Memory,CD4+ Naive T,CD4 Naive
5109,pDC,pDC,pDC
5110,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5111,pre-B cell,Dendritic Cells,B naive
5112,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5113,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5114,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5115,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5116,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5117,pre-B cell,Dendritic Cells,B naive
5118,CD4 Naive,CD4+ Naive T,CD4 Naive
5119,CD8 Naive,CD8+ Naive T,CD8 Naive
5120,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5121,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5122,B cell progenitor,Dendritic Cells,B intermediate
5123,CD8 Naive,CD8+ Naive T,CD8 Naive
5124,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5125,NK cell,NK cell,NK
5126,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5127,CD8 Naive,CD4+ Naive T,CD4 Naive
5128,CD4 Naive,CD4+ Naive T,CD4 Naive
5129,CD4 Memory,CD4+ Naive T,CD4 Naive
5130,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5131,CD14+ Monocytes,CD4+ Naive T,CD4 Naive
5132,CD8 Naive,CD8+ Naive T,CD8 Naive
5133,,CD14+ Monocytes,CD14 Mono
5134,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5135,CD4 Naive,CD4+ Naive T,CD4 Naive
5136,CD4 Naive,CD4+ Naive T,CD4 Naive
5137,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5138,CD8 effector,CD8+ Effector Memory T,CD8 TEM
5139,CD4 Memory,CD4+ Central Memory T,CD4 TCM
5140,CD14+ Monocytes,Dendritic Cells,cDC2
5141,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5142,CD16+ Monocytes,Dendritic Cells,CD16 Mono
5143,CD16+ Monocytes,Dendritic Cells,CD16 Mono
5144,CD8 Naive,CD8+ Naive T,CD8 Naive
5145,CD16+ Monocytes,Dendritic Cells,CD16 Mono
5146,CD4 Naive,CD4+ Naive T,CD4 Naive
5147,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5148,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5149,CD8 Naive,CD14+ Monocytes,CD14 Mono
5150,CD4 Memory,CD4+ Naive T,CD4 Naive
5151,B cell progenitor,CD14+ Monocytes,CD14 Mono
5152,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5153,CD8 Naive,CD8+ Naive T,CD8 Naive
5154,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
5155,CD4 Naive,CD4+ Naive T,CD4 Naive
5156,CD4 Naive,CD4+ Naive T,CD4 Naive
